Token,Date,Chain,Price (USD),Amount,BUY/SELL
Costco Hot Dog,2024-04-12 00:02:48.351905,Solana,0.2500964036312717,3765.3118940485742,SELL
Runestone,2024-04-12 00:02:48.351905,Solana,0.0886788029291854,8874.786504325553,BUY
dogwifhat,2024-04-12 00:02:49.351905,Solana,0.46646906007449207,602.1063330284782,SELL
Shark Cat,2024-04-12 00:02:49.351905,Solana,0.20685621187565534,279.95421560830346,BUY
Costco Hot Dog,2024-04-12 00:02:49.351905,Solana,0.3678564919586911,1004.973409959089,SELL
Runestone,2024-04-12 00:02:49.351905,Solana,0.14132192222433326,8895.6840625944,BUY
dogwifhat,2024-04-12 00:02:50.351905,Solana,0.14046436872672136,7381.177694020967,SELL
Shark Cat,2024-04-12 00:02:50.351905,Solana,0.08486157092225066,5259.668495385207,BUY
Costco Hot Dog,2024-04-12 00:02:50.351905,Solana,0.42828238707127986,1954.9986808000085,SELL
Runestone,2024-04-12 00:02:50.351905,Solana,0.11579295646056253,9974.267826379752,BUY
dogwifhat,2024-04-12 00:02:51.351905,Solana,0.05430150400079581,2401.4770689063635,SELL
Shark Cat,2024-04-12 00:02:51.351905,Solana,0.3456713213838682,6159.607238642249,BUY
Costco Hot Dog,2024-04-12 00:02:51.351905,Solana,0.05898595589826139,3069.2164820798794,BUY
Runestone,2024-04-12 00:02:51.351905,Solana,0.3581912215578199,4810.345005969199,BUY
dogwifhat,2024-04-12 00:02:52.351905,Solana,0.14447014961827692,5858.815419431035,BUY
Shark Cat,2024-04-12 00:02:52.351905,Solana,0.434737127158589,4641.1199694534425,BUY
Costco Hot Dog,2024-04-12 00:02:52.351905,Solana,0.19120005940663198,6032.890489050266,SELL
Runestone,2024-04-12 00:02:52.351905,Solana,0.36848518680243836,7649.8648351987495,SELL
dogwifhat,2024-04-12 00:02:53.351905,Solana,0.2488248956222207,3547.9654347971755,SELL
Shark Cat,2024-04-12 00:02:53.351905,Solana,0.41371771350801034,4443.227668419531,BUY
Costco Hot Dog,2024-04-12 00:02:53.351905,Solana,0.0013352746422168882,9699.14408581234,SELL
Runestone,2024-04-12 00:02:53.351905,Solana,0.13503543956594466,1176.093899534747,BUY
dogwifhat,2024-04-12 00:02:54.351905,Solana,0.34698149787327276,7385.932677338569,SELL
Shark Cat,2024-04-12 00:02:54.351905,Solana,0.4277686683226026,4188.374413198906,BUY
Costco Hot Dog,2024-04-12 00:02:54.351905,Solana,0.14748826543771787,406.4295780619831,SELL
Runestone,2024-04-12 00:02:54.351905,Solana,0.030523515988371108,7662.268087824077,SELL
dogwifhat,2024-04-12 00:02:55.351905,Solana,0.4155231707511004,9077.460658509464,BUY
Shark Cat,2024-04-12 00:02:55.351905,Solana,0.3963749228907138,5424.827774684906,BUY
Costco Hot Dog,2024-04-12 00:02:55.351905,Solana,0.025148139562725436,7230.190445156561,SELL
Runestone,2024-04-12 00:02:55.351905,Solana,0.42630385116538894,187.3901011640733,SELL
dogwifhat,2024-04-12 00:02:56.351905,Solana,0.46120683584591854,9259.497803640505,BUY
Shark Cat,2024-04-12 00:02:56.351905,Solana,0.10520783920550941,8200.481157184053,BUY
Costco Hot Dog,2024-04-12 00:02:56.351905,Solana,0.18967582550919826,8707.235836984504,SELL
Runestone,2024-04-12 00:02:56.351905,Solana,0.21392094482359075,1630.2143240823807,BUY
dogwifhat,2024-04-12 00:02:57.351905,Solana,0.16577492914423891,1851.1955153796089,SELL
Shark Cat,2024-04-12 00:02:57.351905,Solana,0.13541830839098867,4532.093895145218,BUY
Costco Hot Dog,2024-04-12 00:02:57.351905,Solana,0.21073203872932,692.3092362457239,SELL
Runestone,2024-04-12 00:02:57.351905,Solana,0.1131916435982937,2492.338322955073,BUY
dogwifhat,2024-04-12 00:02:58.351905,Solana,0.1526220808929637,7474.23350251935,SELL
Shark Cat,2024-04-12 00:02:58.351905,Solana,0.0077817288000052165,9981.452930546322,BUY
Costco Hot Dog,2024-04-12 00:02:58.351905,Solana,0.00727079627926791,1864.9803743707616,SELL
Runestone,2024-04-12 00:02:58.351905,Solana,0.39562163590845856,91.44922992087801,SELL
dogwifhat,2024-04-12 00:02:59.351905,Solana,0.28612751535925735,4824.525861307654,BUY
Shark Cat,2024-04-12 00:02:59.351905,Solana,0.40322551915691607,3962.9187357652086,BUY
Costco Hot Dog,2024-04-12 00:02:59.351905,Solana,0.12287476139343978,7843.253482750897,BUY
Runestone,2024-04-12 00:02:59.351905,Solana,0.036678507178164066,4833.475359918195,BUY
dogwifhat,2024-04-12 00:03:00.351905,Solana,0.0038490293836775935,8898.05319476979,SELL
Shark Cat,2024-04-12 00:03:00.351905,Solana,0.40298880700006745,7517.378838729076,BUY
Costco Hot Dog,2024-04-12 00:03:00.351905,Solana,0.2265927770684278,4812.418985557712,SELL
Runestone,2024-04-12 00:03:00.351905,Solana,0.341426960286089,8751.977786133288,SELL
dogwifhat,2024-04-12 00:03:01.351905,Solana,0.10220457354305801,6753.75533607748,BUY
Shark Cat,2024-04-12 00:03:01.351905,Solana,0.4589496551212162,8161.215792999326,BUY
Costco Hot Dog,2024-04-12 00:03:01.351905,Solana,0.3677546328251033,8429.25180892255,BUY
Runestone,2024-04-12 00:03:01.351905,Solana,0.21398426939752346,6397.963435915697,SELL
dogwifhat,2024-04-12 00:03:02.351905,Solana,0.1063932454537958,3952.0647951961873,BUY
Shark Cat,2024-04-12 00:03:02.351905,Solana,0.11223824132494142,5686.440491112441,BUY
Costco Hot Dog,2024-04-12 00:03:02.351905,Solana,0.3894647791123173,815.9475894263735,BUY
Runestone,2024-04-12 00:03:02.351905,Solana,0.20719260676230028,7124.014533692503,SELL
dogwifhat,2024-04-12 00:03:03.351905,Solana,0.09939281347217865,9089.004370031631,BUY
Shark Cat,2024-04-12 00:03:03.351905,Solana,0.46612873149590406,7596.928069783726,BUY
Costco Hot Dog,2024-04-12 00:03:03.351905,Solana,0.3658919452525225,2731.102245265499,BUY
Runestone,2024-04-12 00:03:03.351905,Solana,0.14309254321731463,3042.2746699467707,SELL
dogwifhat,2024-04-12 00:03:04.351905,Solana,0.2044819260641934,1820.0308314413016,BUY
Shark Cat,2024-04-12 00:03:04.351905,Solana,0.20686695912331243,6089.946372316263,BUY
Costco Hot Dog,2024-04-12 00:03:04.351905,Solana,0.12402921884006352,2166.4833340464515,SELL
Runestone,2024-04-12 00:03:04.351905,Solana,0.020903421509948283,0.2603909547316263,SELL
dogwifhat,2024-04-12 00:03:05.351905,Solana,0.19380979339736304,2536.1683749862473,BUY
Shark Cat,2024-04-12 00:03:05.351905,Solana,0.41545270301627113,840.706168853248,BUY
Costco Hot Dog,2024-04-12 00:03:05.351905,Solana,0.0433575036911939,1561.506681810947,BUY
Runestone,2024-04-12 00:03:05.351905,Solana,0.08933723088939871,5748.404383638038,BUY
dogwifhat,2024-04-12 00:03:06.351905,Solana,0.2299588420553234,851.7035268923023,BUY
Shark Cat,2024-04-12 00:03:06.351905,Solana,0.4462180653943807,465.8846706310926,BUY
Costco Hot Dog,2024-04-12 00:03:06.351905,Solana,0.3209646628827814,6472.24705862182,BUY
Runestone,2024-04-12 00:03:06.351905,Solana,0.06536209092132683,6134.527673854571,BUY
dogwifhat,2024-04-12 00:03:07.351905,Solana,0.2247203691799381,1233.1524147484563,SELL
Shark Cat,2024-04-12 00:03:07.351905,Solana,0.49370402403144775,1199.4770371907005,BUY
Costco Hot Dog,2024-04-12 00:03:07.351905,Solana,0.3413971060887162,5937.163805025993,BUY
Runestone,2024-04-12 00:03:07.351905,Solana,0.1629416455322223,6336.203066435097,SELL
dogwifhat,2024-04-12 00:03:08.351905,Solana,0.32707179264989217,700.8209789948494,BUY
Shark Cat,2024-04-12 00:03:08.351905,Solana,0.15204445382465148,3439.2411363378974,BUY
Costco Hot Dog,2024-04-12 00:03:08.351905,Solana,0.2642245120241774,6767.509349013523,BUY
Runestone,2024-04-12 00:03:08.351905,Solana,0.40831627046965907,847.2443290507136,BUY
dogwifhat,2024-04-12 00:03:09.351905,Solana,0.23539424784460178,6176.874169811104,BUY
Shark Cat,2024-04-12 00:03:09.351905,Solana,0.27634312812020756,5044.050134211987,BUY
Costco Hot Dog,2024-04-12 00:03:09.351905,Solana,0.1143455117028388,9314.945893878865,SELL
Runestone,2024-04-12 00:03:09.351905,Solana,0.4230555390989728,8717.664371252962,SELL
dogwifhat,2024-04-12 00:03:10.351905,Solana,0.4062226082498376,1390.1622729557816,SELL
Shark Cat,2024-04-12 00:03:10.351905,Solana,0.3441848318947358,7903.960063489489,BUY
Costco Hot Dog,2024-04-12 00:03:10.351905,Solana,0.4018708918737714,9855.785712040304,SELL
Runestone,2024-04-12 00:03:10.351905,Solana,0.2998476777307491,3580.1297652784547,SELL
dogwifhat,2024-04-12 00:03:11.351905,Solana,0.42293390896569394,8656.374280823708,SELL
Shark Cat,2024-04-12 00:03:11.351905,Solana,0.14160493788652995,4781.07996129389,BUY
Costco Hot Dog,2024-04-12 00:03:11.351905,Solana,0.04778453392562754,4757.034210698505,SELL
Runestone,2024-04-12 00:03:11.351905,Solana,0.28024526348554896,1451.0214045771386,BUY
dogwifhat,2024-04-12 00:03:12.351905,Solana,0.39272493942507575,368.4558319259701,BUY
Shark Cat,2024-04-12 00:03:12.351905,Solana,0.4891195933578548,6755.531744843858,BUY
Costco Hot Dog,2024-04-12 00:03:12.351905,Solana,0.23352798205087072,8772.657183531866,SELL
Runestone,2024-04-12 00:03:12.351905,Solana,0.4449684187072854,2543.4643098999854,BUY
dogwifhat,2024-04-12 00:03:13.351905,Solana,0.21984633301012563,4725.831520130128,BUY
Shark Cat,2024-04-12 00:03:13.351905,Solana,0.27352067644851813,6665.43200349586,BUY
Costco Hot Dog,2024-04-12 00:03:13.351905,Solana,0.255422081110937,4776.368524584713,SELL
Runestone,2024-04-12 00:03:13.351905,Solana,0.058116133490471844,5434.7232007835655,SELL
dogwifhat,2024-04-12 00:03:14.351905,Solana,0.4976926211840768,4290.588885917063,BUY
Shark Cat,2024-04-12 00:03:14.351905,Solana,0.32029117982378197,6794.31499856557,BUY
Costco Hot Dog,2024-04-12 00:03:14.351905,Solana,0.22295431357397455,9869.109141711548,BUY
Runestone,2024-04-12 00:03:14.351905,Solana,0.0445114039649212,3889.419408154634,BUY
dogwifhat,2024-04-12 00:03:15.351905,Solana,0.15980608653115935,983.129947112299,SELL
Shark Cat,2024-04-12 00:03:15.351905,Solana,0.27276293924581263,4107.974292301542,BUY
Costco Hot Dog,2024-04-12 00:03:15.351905,Solana,0.14424203549033132,625.2155672593096,BUY
Runestone,2024-04-12 00:03:15.351905,Solana,0.3865635466967135,4997.928377439196,BUY
dogwifhat,2024-04-12 00:03:16.351905,Solana,0.3572280211668549,6034.704589626086,BUY
Shark Cat,2024-04-12 00:03:16.351905,Solana,0.22016983235232107,9135.29456987526,BUY
Costco Hot Dog,2024-04-12 00:03:16.351905,Solana,0.28705866427644566,6025.686586352267,SELL
Runestone,2024-04-12 00:03:16.351905,Solana,0.210050728224084,8393.974017395056,SELL
dogwifhat,2024-04-12 00:03:17.351905,Solana,0.20496556779062675,1235.1602840173814,BUY
Shark Cat,2024-04-12 00:03:17.351905,Solana,0.38001820276379866,9369.6607912417,BUY
Costco Hot Dog,2024-04-12 00:03:17.351905,Solana,0.4689131119446105,951.2470649682436,BUY
Runestone,2024-04-12 00:03:17.351905,Solana,0.3774439042864878,5144.931853201377,BUY
dogwifhat,2024-04-12 00:03:18.351905,Solana,0.1783917523833169,7628.349770872581,BUY
Shark Cat,2024-04-12 00:03:18.351905,Solana,0.026094842107763194,4629.59173338718,BUY
Costco Hot Dog,2024-04-12 00:03:18.351905,Solana,0.08063682721414411,4641.019604912021,SELL
Runestone,2024-04-12 00:03:18.351905,Solana,0.26125569833986634,5421.253999100997,BUY
dogwifhat,2024-04-12 00:03:19.351905,Solana,0.401009409191525,9346.250487975925,BUY
Shark Cat,2024-04-12 00:03:19.351905,Solana,0.04033946161723295,7487.735623909744,BUY
Costco Hot Dog,2024-04-12 00:03:19.351905,Solana,0.1731961615457231,5630.176979973438,SELL
Runestone,2024-04-12 00:03:19.351905,Solana,0.20184629317509772,9310.960956363751,BUY
dogwifhat,2024-04-12 00:03:20.351905,Solana,0.33327474635210047,2512.6040208862078,BUY
Shark Cat,2024-04-12 00:03:20.351905,Solana,0.0333402107817109,1822.0405136202844,BUY
Costco Hot Dog,2024-04-12 00:03:20.351905,Solana,0.1048706506020246,2489.397058267462,SELL
Runestone,2024-04-12 00:03:20.351905,Solana,0.268353159586951,6807.712153586872,SELL
dogwifhat,2024-04-12 00:03:21.351905,Solana,0.0954732953941903,286.340305327758,BUY
Shark Cat,2024-04-12 00:03:21.351905,Solana,0.18840609878746511,7401.708086932108,BUY
Costco Hot Dog,2024-04-12 00:03:21.351905,Solana,0.4959717613918258,858.3046059848809,SELL
Runestone,2024-04-12 00:03:21.351905,Solana,0.19618833748622955,3899.673420145897,SELL
dogwifhat,2024-04-12 00:03:22.351905,Solana,0.06115576859258742,1345.3534008636148,SELL
Shark Cat,2024-04-12 00:03:22.351905,Solana,0.2924695396876819,3776.4773646457106,BUY
Costco Hot Dog,2024-04-12 00:03:22.351905,Solana,0.12537897932111386,1622.582331283605,SELL
Runestone,2024-04-12 00:03:22.351905,Solana,0.23630622364362336,6578.434710358564,BUY
dogwifhat,2024-04-12 00:03:23.351905,Solana,0.44934798765241557,44.40917231253838,SELL
Shark Cat,2024-04-12 00:03:23.351905,Solana,0.042020091128178394,9923.384977757705,BUY
Costco Hot Dog,2024-04-12 00:03:23.351905,Solana,0.43639328671755095,8621.270437064337,BUY
Runestone,2024-04-12 00:03:23.351905,Solana,0.07193471140102303,9277.032323902717,BUY
dogwifhat,2024-04-12 00:03:24.351905,Solana,0.40346897707121004,1379.8713595894142,BUY
Shark Cat,2024-04-12 00:03:24.351905,Solana,0.25135173996741567,538.4767704743332,BUY
Costco Hot Dog,2024-04-12 00:03:24.351905,Solana,0.28848708283822055,8946.641917191062,BUY
Runestone,2024-04-12 00:03:24.351905,Solana,0.17596950173388093,807.9030509813656,SELL
dogwifhat,2024-04-12 00:03:25.351905,Solana,0.03137438438704554,606.2758448369854,BUY
Shark Cat,2024-04-12 00:03:25.351905,Solana,0.0258364532509453,6010.711765397467,BUY
Costco Hot Dog,2024-04-12 00:03:25.351905,Solana,0.44157787650860053,7821.350932635285,BUY
Runestone,2024-04-12 00:03:25.351905,Solana,0.17743503861580073,9970.912600806703,BUY
dogwifhat,2024-04-12 00:03:26.351905,Solana,0.38029051108685996,7153.496412104413,BUY
Shark Cat,2024-04-12 00:03:26.351905,Solana,0.11150245302073752,2431.858364887728,BUY
Costco Hot Dog,2024-04-12 00:03:26.351905,Solana,0.3304079813242637,4747.544031366956,SELL
Runestone,2024-04-12 00:03:26.351905,Solana,0.1943078042926028,2385.908115987291,SELL
dogwifhat,2024-04-12 00:03:27.351905,Solana,0.11481356450722724,8528.13902109645,BUY
Shark Cat,2024-04-12 00:03:27.351905,Solana,0.449148660894856,5164.1273299211225,BUY
Costco Hot Dog,2024-04-12 00:03:27.351905,Solana,0.2817327094529802,9275.931204362076,SELL
Runestone,2024-04-12 00:03:27.351905,Solana,0.48846498692266754,9770.05226352253,SELL
dogwifhat,2024-04-12 00:03:28.351905,Solana,0.20830782333455938,8708.78020555384,BUY
Shark Cat,2024-04-12 00:03:28.351905,Solana,0.22787036852576859,3135.4880677525,BUY
Costco Hot Dog,2024-04-12 00:03:28.351905,Solana,0.14958332599545027,6613.626173755808,SELL
Runestone,2024-04-12 00:03:28.351905,Solana,0.4387940660245888,7815.398067071747,BUY
dogwifhat,2024-04-12 00:03:29.351905,Solana,0.2235994971761685,7015.563855976255,BUY
Shark Cat,2024-04-12 00:03:29.351905,Solana,0.2780415880442927,8045.308811486759,BUY
Costco Hot Dog,2024-04-12 00:03:29.351905,Solana,0.10042268980066743,2445.0717848907398,SELL
Runestone,2024-04-12 00:03:29.351905,Solana,0.24431326003548764,5292.909933702014,BUY
dogwifhat,2024-04-12 00:03:30.351905,Solana,0.07151963782556464,6512.121587912885,SELL
Shark Cat,2024-04-12 00:03:30.351905,Solana,0.015938565362745183,9594.786636345782,BUY
Costco Hot Dog,2024-04-12 00:03:30.351905,Solana,0.30054959048292845,1595.7672106915943,SELL
Runestone,2024-04-12 00:03:30.351905,Solana,0.022969664394498657,9986.89139033014,SELL
dogwifhat,2024-04-12 00:03:31.351905,Solana,0.4867133333902819,8432.548888827143,BUY
Shark Cat,2024-04-12 00:03:31.351905,Solana,0.36650880677721653,2246.3116902777524,BUY
Costco Hot Dog,2024-04-12 00:03:31.351905,Solana,0.2840444736857391,4706.685509075249,SELL
Runestone,2024-04-12 00:03:31.351905,Solana,0.06161219977592591,6949.045093202745,BUY
dogwifhat,2024-04-12 00:03:32.351905,Solana,0.2181876963991175,8954.155475761696,BUY
Shark Cat,2024-04-12 00:03:32.351905,Solana,0.17345300207455094,3050.8750268608796,BUY
Costco Hot Dog,2024-04-12 00:03:32.351905,Solana,0.33697965878507086,5675.174811191905,SELL
Runestone,2024-04-12 00:03:32.351905,Solana,0.4162729352020965,6257.189657753205,BUY
dogwifhat,2024-04-12 00:03:33.351905,Solana,0.05324495082378372,6739.703411664252,BUY
Shark Cat,2024-04-12 00:03:33.351905,Solana,0.18943930088948685,3090.0111647864783,BUY
Costco Hot Dog,2024-04-12 00:03:33.351905,Solana,0.42760369046065905,3826.601665921596,SELL
Runestone,2024-04-12 00:03:33.351905,Solana,0.2866810651539337,1967.486563938221,BUY
dogwifhat,2024-04-12 00:03:34.351905,Solana,0.08156785231863983,6742.811067895741,SELL
Shark Cat,2024-04-12 00:03:34.351905,Solana,0.44163281852351577,4208.339511888722,BUY
Costco Hot Dog,2024-04-12 00:03:34.351905,Solana,0.24641900391520016,7052.043359591306,SELL
Runestone,2024-04-12 00:03:34.351905,Solana,0.31237078449582867,561.3471525404779,BUY
dogwifhat,2024-04-12 00:03:35.351905,Solana,0.02175623624848927,7578.5995819236305,SELL
Shark Cat,2024-04-12 00:03:35.351905,Solana,0.3093694095995474,9914.677011162119,BUY
Costco Hot Dog,2024-04-12 00:03:35.351905,Solana,0.4579658171727383,2001.1340114348864,BUY
Runestone,2024-04-12 00:03:35.351905,Solana,0.3397384177893876,58.61533136548469,BUY
dogwifhat,2024-04-12 00:03:36.351905,Solana,0.06300961561461604,6416.29991503673,SELL
Shark Cat,2024-04-12 00:03:36.351905,Solana,0.40157803947614595,7927.626002466245,BUY
Costco Hot Dog,2024-04-12 00:03:36.351905,Solana,0.17937345679648437,7739.536235653729,BUY
Runestone,2024-04-12 00:03:36.351905,Solana,0.04321461299647922,5402.898450352056,SELL
dogwifhat,2024-04-12 00:03:37.351905,Solana,0.42915986574338355,157.11642538823511,BUY
Shark Cat,2024-04-12 00:03:37.351905,Solana,0.35787832438671763,6769.027023221622,BUY
Costco Hot Dog,2024-04-12 00:03:37.351905,Solana,0.131410661768238,5564.45637521465,SELL
Runestone,2024-04-12 00:03:37.351905,Solana,0.24108169494694404,5543.033525680652,SELL
dogwifhat,2024-04-12 00:03:38.351905,Solana,0.28276220356631687,3681.4805561115904,SELL
Shark Cat,2024-04-12 00:03:38.351905,Solana,0.19984011757142434,2805.7570638674547,BUY
Costco Hot Dog,2024-04-12 00:03:38.351905,Solana,0.4629495782036098,391.8029117050625,SELL
Runestone,2024-04-12 00:03:38.351905,Solana,0.4321713947553256,5792.334823091829,BUY
dogwifhat,2024-04-12 00:03:39.351905,Solana,0.2072040463724517,5234.830083813025,BUY
Shark Cat,2024-04-12 00:03:39.351905,Solana,0.06112112602860281,1711.8911085360567,BUY
Costco Hot Dog,2024-04-12 00:03:39.351905,Solana,0.22471094249448187,942.0472278989223,BUY
Runestone,2024-04-12 00:03:39.351905,Solana,0.17123502564895882,2016.3705331876401,SELL
dogwifhat,2024-04-12 00:03:40.351905,Solana,0.06623651564162036,445.47624581198096,SELL
Shark Cat,2024-04-12 00:03:40.351905,Solana,0.2831878911897941,8430.260292108136,BUY
Costco Hot Dog,2024-04-12 00:03:40.351905,Solana,0.27261255776064935,7897.760807054089,SELL
Runestone,2024-04-12 00:03:40.351905,Solana,0.4024841263124791,2985.566626827327,SELL
dogwifhat,2024-04-12 00:03:41.351905,Solana,0.2690746260518169,4243.717119845517,SELL
Shark Cat,2024-04-12 00:03:41.351905,Solana,0.242841372931151,4496.5156058641405,BUY
Costco Hot Dog,2024-04-12 00:03:41.351905,Solana,0.1862820852742409,6128.17157927813,BUY
Runestone,2024-04-12 00:03:41.351905,Solana,0.29112678006349063,7315.610203708708,SELL
dogwifhat,2024-04-12 00:03:42.351905,Solana,0.22240893517452198,9452.8463892362,SELL
Shark Cat,2024-04-12 00:03:42.351905,Solana,0.39169330099009786,2697.5140282033626,BUY
Costco Hot Dog,2024-04-12 00:03:42.351905,Solana,0.4341134323004056,1054.0628341466374,SELL
Runestone,2024-04-12 00:03:42.351905,Solana,0.47650708329171565,9537.910397248099,SELL
dogwifhat,2024-04-12 00:03:43.351905,Solana,0.3455457705262793,9769.848509058953,SELL
Shark Cat,2024-04-12 00:03:43.351905,Solana,0.19821035987622138,3373.8831597980225,BUY
Costco Hot Dog,2024-04-12 00:03:43.351905,Solana,0.40306829111078557,1883.4082722286482,BUY
Runestone,2024-04-12 00:03:43.351905,Solana,0.32168454776527106,7595.8993167457475,SELL
dogwifhat,2024-04-12 00:03:44.351905,Solana,0.283628065053372,9050.155663380272,BUY
Shark Cat,2024-04-12 00:03:44.351905,Solana,0.48265865874278413,7566.248961733473,BUY
Costco Hot Dog,2024-04-12 00:03:44.351905,Solana,0.18698820882052508,6222.994874005593,SELL
Runestone,2024-04-12 00:03:44.351905,Solana,0.2109488654507205,5104.607766114678,BUY
dogwifhat,2024-04-12 00:03:45.351905,Solana,0.3254935809065953,7429.579601299792,BUY
Shark Cat,2024-04-12 00:03:45.351905,Solana,0.11620490685465124,8905.433066592665,BUY
Costco Hot Dog,2024-04-12 00:03:45.351905,Solana,0.46456115711876306,6936.865145409357,SELL
Runestone,2024-04-12 00:03:45.351905,Solana,0.3455570785798671,8020.850275969855,SELL
dogwifhat,2024-04-12 00:03:46.351905,Solana,0.4705889689454766,9750.346646044682,BUY
Shark Cat,2024-04-12 00:03:46.351905,Solana,0.3772769165841204,8843.716977993352,BUY
Costco Hot Dog,2024-04-12 00:03:46.351905,Solana,0.32455669622572736,1739.520697442848,SELL
Runestone,2024-04-12 00:03:46.351905,Solana,0.018527112474542196,4243.361714879248,SELL
dogwifhat,2024-04-12 00:03:47.351905,Solana,0.02276545879239461,9085.630386273091,BUY
Shark Cat,2024-04-12 00:03:47.351905,Solana,0.22220023726919835,4680.988800679305,BUY
Costco Hot Dog,2024-04-12 00:03:47.351905,Solana,0.19487224403848685,4605.476560665214,SELL
Runestone,2024-04-12 00:03:47.351905,Solana,0.3833711848660881,231.84863111641474,BUY
dogwifhat,2024-04-12 00:03:48.351905,Solana,0.04346164980232464,9560.315292341553,BUY
Shark Cat,2024-04-12 00:03:48.351905,Solana,0.1449467304557821,1112.7079843096333,BUY
Costco Hot Dog,2024-04-12 00:03:48.351905,Solana,0.1257849741621384,9341.301283250152,BUY
Runestone,2024-04-12 00:03:48.351905,Solana,0.08192090868636348,997.0218238721574,SELL
dogwifhat,2024-04-12 00:03:49.351905,Solana,0.3213381820799905,8045.541507671016,BUY
Shark Cat,2024-04-12 00:03:49.351905,Solana,0.16600763622571613,5010.881226016964,BUY
Costco Hot Dog,2024-04-12 00:03:49.351905,Solana,0.25248904871610517,1316.816041746106,SELL
Runestone,2024-04-12 00:03:49.351905,Solana,0.004915865130232955,3063.913782965305,BUY
dogwifhat,2024-04-12 00:03:50.351905,Solana,0.19347861562136187,1777.2725316033534,SELL
Shark Cat,2024-04-12 00:03:50.351905,Solana,0.2529324920349664,657.7754559082549,BUY
Costco Hot Dog,2024-04-12 00:03:50.351905,Solana,0.24881652089769918,1389.888919972384,BUY
Runestone,2024-04-12 00:03:50.351905,Solana,0.33610554266040604,7190.714128675279,BUY
